"gene_id","log2FoldChange_MeristemElong","log2FoldChange_MeristemDif","padj_MeristemElong","padj_MeristemDif","log2FoldChange_mean","padj_mean","def","AGI","ProbeID","Gene Symbol","Description","PLT1_FC","PLT2_FC","PLT3_FC","PLT4_FC","PLT5_FC","PLT7_FC","QC_1h_FC","QC_4h_FC","PLT1_p","PLT2_p","PLT3_p","PLT4_p","PLT5_p","PLT7_p","QC_1h_p","QC_4h_p","PLT1","PLT2","PLT3","PLT4","PLT5","PLT7","QC_1h_plt","QC_4h_plt"
"AT3G30350",3.83700519146917,4.05854713485496,0.00961101024010497,0.00201218573411643,3.94777616316207,0.0058115979871107,NA,"AT3G30350","AT3G30350_at","GLV3 RGF4","Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9).",0.61,1.4,0.42,0.12,0.01,0.19,0.48,0.91,6.66467125691039e-05,0.00173110120165599,0.00931424081460295,0.374451394283699,0.962262690142978,0.127117407668423,0.998342219233687,0.022766195443415,0,1,0,0,0,0,0,1
"AT2G37390",2.55910106125527,5.19986551567874,0.00369593684631666,4.27520720447714e-13,3.87948328846701,0.00184796842337209,"Chloroplast-targeted copper chaperone protein","AT2G37390","AT2G37390_at","NAKR2",NA,1.2,-0.09,0.55,0.2,0.1,0.46,0.076,0.39,7.23004970474468e-06,0.799797257999958,0.0224722706325295,0.338426103854794,0.706017343691854,0.0183121418973739,0.998342219233687,0.378769116064212,1,0,0,0,0,0,0,0
"AT5G48360",3.3861863563106,4.23398581970488,0.00639419032660954,6.58275128164156e-05,3.81008608800774,0.00323000891971298,"Actin-binding FH2 (formin homology 2) family protein","AT5G48360","AT5G48360_at",NA,NA,1.7,1.1,0.89,0.84,0.47,0.98,0.61,1.2,4.60093522185195e-09,0.00415205108850782,8.44171150473316e-05,1.84279197599924e-05,0.00551980924051337,2.13176513202623e-06,0.84231694704516,0.00701731818665919,1,1,1,1,0,1,0,1
"AT5G25090",3.31027849907683,4.23821455563891,0.000717046112513439,7.26132650136787e-07,3.77424652735787,0.000358886122581788,"early nodulin-like protein 13","AT5G25090","AT5G25090_at","AtENODL13 ENODL13",NA,1.6,0.98,0.11,0.55,0.23,0.62,0.49,0.9,2.12265356981127e-06,0.00514530701103524,0.780063462568892,0.0331387110957569,0.435752686835014,0.012889879974747,0.869268740260624,0.00938354415364211,1,1,0,0,0,0,0,1
"AT1G22880",3.78932957484816,3.64648600043327,6.98807703818872e-06,4.70618125460571e-06,3.71790778764072,5.84712914639721e-06,"cellulase 5","AT1G22880","AT1G22880_at","ATCEL5 ATGH9B4 CEL5",NA,0.15,0.065,0.76,-0.15,0.41,0.84,0.52,0.31,0.518496489818261,0.792470673559125,0.00981544714350741,0.578744221763299,0.114998571666544,0.000897875849141722,0.998342219233687,0.530758468559768,0,0,0,0,0,1,0,0
"AT1G15870",3.11285669259765,4.2842251554744,9.82161969156046e-05,4.25377678018739e-09,3.69854092403603,4.91102253461924e-05,"Mitochondrial glycoprotein family protein","AT1G15870","AT1G15870_at",NA,NA,0.87,0.82,0.54,0.64,0.37,0.6,0.14,0.26,5.45367022259963e-06,0.0447989735175274,0.00373864402837182,0.000229688128768121,0.0216722698500679,0.000276289422881065,0.998342219233687,0.327858171265807,1,0,0,0,0,0,0,0
"AT4G10640",3.19804876956313,4.10836227668887,0.0288955279178238,0.00070825447831806,3.653205523126,0.0148018911980709,"IQ-domain 16","AT4G10640","AT4G10640_at","IQD16",NA,1.1,1.9,0.46,0.23,0.14,0.52,0.56,0.79,8.85527117952335e-06,0.00118373854951911,0.0606639914659255,0.282717181653712,0.57992568330964,0.00986159622112885,0.894588705125248,0.02581647412243,1,1,0,0,0,0,0,0
"AT1G68640",4.22537331633143,3.049530248608,6.82047488664389e-11,1.73789553721617e-06,3.63745178246972,8.6898187098252e-07,"bZIP transcription factor family protein","AT1G68640","AT1G68640_at","PAN TGA8","Encodes bZIP-transcription factor. Mutant plants have extra floral organs. PAN is essential for AG activation in early flowers  of short-day-grown plants.",2.7,1.6,1.7,1.5,1.1,2.2,0.59,0.76,2.65565840773093e-10,0.00613568113312704,9.8390720882909e-07,3.56020046288949e-07,2.36084083401314e-05,3.08549634578856e-09,0.722433721309097,0.0246269007586547,1,1,1,1,1,1,0,0
"AT5G44440",3.82485906453803,3.39491803237814,0.000388911660527613,0.000844806134352552,3.60988854845808,0.000616858897440082,"FAD-binding Berberine family protein","AT5G44440","AT5G44440_at",NA,NA,0.0012,-0.33,1.3,1.3,2.5,0.036,-0.021,-0.049,0.998081321568642,0.329150131409298,0.0317820085863942,0.0107124722555942,0.00016262691428934,0.953315569100969,0.998342219233687,0.804327931311604,0,0,0,0,1,0,0,0
"AT4G21820",2.91126476166134,4.29422942934325,0.00547201752692093,1.0581130446369e-06,3.60274709550229,0.00273653781998278,"binding;calmodulin binding","AT4G21820","AT4G21820_at",NA,NA,1.3,0.52,0.9,0.76,0.74,1.4,0.023,0.55,0.000102111662047647,0.0381149294693711,0.0143788553298165,0.0135550412142867,0.0249563579789945,6.18952554272958e-05,0.998342219233687,0.14494528156704,1,0,0,0,0,1,0,0
"AT5G02180",3.21993512731114,3.97967055709447,0.011700625273308,0.000302496203267144,3.59980284220281,0.00600156073828758,"Transmembrane amino acid transporter family protein","AT5G02180","AT5G02180_at",NA,NA,1.3,0.56,1.2,2.2,1.6,0.74,0.16,0.36,2.35171180257754e-06,0.0197752341842269,0.000137324515056095,5.34524836946812e-08,3.73930272051791e-06,0.000812266862386747,0.998342219233687,0.0767243857028644,1,0,1,1,1,0,0,0
"AT3G15357",3.14184248893124,4.043053624331,0.00444937606683905,1.67007259369598e-05,3.59244805663112,0.00223303839638801,NA,"AT3G15357","AT3G15357_at",NA,NA,2.5,1.4,1.8,2.5,1.9,2.2,0.31,1,3.81245371990533e-10,0.00261349111472511,3.05615411252777e-07,2.02213636130653e-09,7.48813164035529e-08,3.02599738513128e-09,0.998342219233687,0.00555808370204191,1,1,1,1,1,1,0,1
"AT5G51600",3.16340236009117,3.97176930797952,0.00256592815424792,1.18043630287784e-05,3.56758583403535,0.00128886625863835,"Microtubule associated protein (MAP65/ASE1) family protein","AT5G51600","AT5G51600_at","ATMAP65-3 MAP65-3 PLE","Mutant has defective roots. Essential for giant cell ontogenesis. Role in organizing the mitotic microtubule array during both early and late mitosis in all plant organs.",1.4,0.094,0.54,0.7,0.37,0.75,0.064,0.47,1.38425583194818e-06,0.733183792137526,0.0332311392377908,0.00218247610957705,0.105474191250868,0.000841063092684726,0.998342219233687,0.0297291232481681,1,0,0,0,0,0,0,0
"AT4G39790",3.38231091689247,3.74154376477099,0.000115080785941024,3.50698000397463e-06,3.56192734083173,5.92938829724992e-05,"Protein of unknown function (DUF630 and DUF632)","AT4G39790","AT4G39790_at",NA,NA,2.3,1.5,1.5,1.8,1.3,1.9,0.46,0.98,3.7055144786314e-07,0.00257878384254868,0.000510485125069287,1.35634237409592e-05,0.000641604202094487,4.52886591803074e-06,0.540623982007505,0.00245757339901198,1,1,1,1,1,1,0,1
"AT1G72670",2.93401837630813,4.1648463293737,0.00677286272512894,4.60583204092065e-06,3.54943235284091,0.00338873427858493,"IQ-domain 8","AT1G72670","AT1G72670_at","iqd8",NA,1.3,0.65,0.68,0.67,0.28,0.99,0.2,0.74,7.60659318996308e-08,0.100807568793062,0.000796202887470253,0.000165663863366089,0.085502978818541,2.17538015227681e-06,0.998342219233687,0.00559939932455836,1,0,0,0,0,1,0,0
"AT1G53070",3.4134284795139,3.6836178293355,0.00451708432613374,0.000565051294116684,3.5485231544247,0.00254106781012521,"Legume lectin family protein","AT1G53070","AT1G53070_at",NA,NA,3.4,2.2,3.7,3.3,2.7,3,0.84,1.5,9.50798316619257e-09,0.00230593587293989,1.22151355882404e-07,5.58204145298408e-08,9.73214789791538e-07,5.65639346732849e-08,0.0684809878565903,0.000666023410350458,1,1,1,1,1,1,0,1
"AT3G23830",2.81251443764226,4.20188353856186,0.0177316645349694,9.53622395346201e-06,3.50719898810206,0.00887060037946141,"glycine-rich RNA-binding protein 4","AT3G23830","AT3G23830_at","AtGRP4 GR-RBP4 GRP4","encodes a glycine-rich RNA binding protein. Gene expression is induced by cold and reduced by ionic (salt) and non-ionic (mannitol) osmotic stress. Lines overexpressing the gene are slightly more tolerant to osmotic stress during germination.",1.4,0.62,1.2,1.4,1.2,1.3,0.071,0.52,3.17145200469623e-10,0.0185064557530885,8.40222321263015e-08,2.63461569153036e-09,2.11099712066058e-08,1.48772822861508e-09,0.998342219233687,0.0183966355272365,1,0,1,1,1,1,0,0
"AT5G11160",3.46246387166572,3.54801132668242,0.00149453626397718,0.000377624637686764,3.50523759917407,0.000936080450831973,"adenine phosphoribosyltransferase 5","AT5G11160","AT5G11160_at","APT5",NA,-0.078,-0.11,0.82,0.15,0.43,0.46,0.23,0.21,0.543181269452474,0.546358558236962,4.5410243436137e-05,0.262883461753142,0.00354865153494744,0.000857029242559497,0.998342219233687,0.191177654603453,0,0,1,0,0,0,0,0
"AT2G07170",2.92143139332536,4.0796399718789,0.0318651704734296,0.000205131146949257,3.50053568260213,0.0160351508101894,"ARM repeat superfamily protein","AT2G07170","AT2G07170_at",NA,NA,2.1,1.3,0.76,1.2,0.88,1.7,0.35,0.8,2.76193749145919e-08,0.00447149383245189,0.00497324245382458,2.08935535425341e-05,0.000746400186136732,3.3600836460733e-07,0.998342219233687,0.00791727425885694,1,1,0,1,1,1,0,0
"AT3G57860",2.68612161879163,4.29932355379253,0.0104591320799608,3.39286378965043e-07,3.49272258629208,0.00522973568316988,"UV-B-insensitive 4-like","AT3G57860","AT3G57860_at","GIG1 OSD1 UVI4-LIKE","Encodes a protein that controls entry into the second meiotic division.",1.1,0.52,0.47,0.41,0.41,0.76,0.037,0.34,2.81049609847285e-05,0.191930745851989,0.0728554505746732,0.0649623363793548,0.0879558525448649,0.00107137258405714,0.998342219233687,0.0560846330387892,1,0,0,0,0,0,0,0
"AT5G01910",2.92601132155012,4.05606317234522,0.00321607799230947,1.75922454618378e-06,3.49103724694767,0.00160891860842783,NA,"AT5G01910","AT5G01910_at",NA,NA,1.3,0.42,0.91,0.89,0.58,1.1,0.22,0.65,0.000229353303399318,0.138412225999653,0.0219017944341348,0.00917447492964134,0.101991989915278,0.00195818259784788,0.998342219233687,0.051659904742006,1,0,0,0,0,1,0,0
"AT5G45700",3.02204658153807,3.92868622879532,0.00536007159282833,2.3176845120139e-05,3.4753664051667,0.00269162421897424,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","AT5G45700","AT5G45700_at",NA,NA,1.1,-0.00023,0.38,0.6,0.29,0.66,-0.027,0.12,0.00102785630905603,0.999263937799442,0.338445045723969,0.057110739863458,0.433031343059207,0.0286436474256506,0.998342219233687,0.61079002074021,1,0,0,0,0,0,0,0
"AT1G31760",3.01542937783436,3.91525897804497,0.000396622642952259,1.64570742981946e-07,3.46534417793966,0.000198393606847621,"SWIB/MDM2 domain superfamily protein","AT1G31760","AT1G31760_at",NA,NA,1.4,0.87,0.86,0.98,0.68,0.84,0.34,0.93,1.55920543900991e-07,0.0174946260768239,0.000416475784819403,2.00717519085079e-05,0.00128804580374122,5.38289413477734e-05,0.538133898092294,0.000666023410350458,1,1,1,1,0,1,0,1
"AT2G43530",2.81302216953333,4.10067701187666,0.0407344039006082,0.00199492007347692,3.45684959070499,0.0213646619870425,"Scorpion toxin-like knottin superfamily protein","AT2G43530","AT2G43530_at",NA,"Encodes a defensin-like (DEFL) family protein.",4.3,1,2.4,1.7,1.1,4,0.2,0.22,5.89519263148243e-07,0.0129201764971086,0.00183218053475969,0.00641911968881739,0.082958554098755,1.7258561384406e-06,0.998342219233687,0.249298662255666,1,1,1,0,0,1,0,0
"AT4G25630",2.92364829836682,3.97481083405331,0.00460017832028285,3.91595388922389e-06,3.44922956621006,0.00230204713708604,"fibrillarin 2","AT4G25630","AT4G25630_at","ATFIB2 FIB2","encodes a fibrillarin, a key nucleolar protein in eukaryotes which associates with box C/D small nucleolar RNAs (snoRNAs) directing 2'-O-ribose methylation of the rRNA. This gene also encodes a novel box C/D snoRNA, U60.2f in its fifth intron that accumulates in seedlings and that their targeted residue on the 25 S rRNA is methylated.",1.1,0.33,0.97,1.3,0.95,1.3,0.28,0.54,3.982894880913e-08,0.0775193314353643,6.29455420413894e-06,4.40902985672419e-08,2.74533532200757e-06,1.79429147587313e-08,0.952467090218332,0.00938354415364211,1,0,1,1,1,1,0,0
"AT4G18570",3.06923291499011,3.73575523116955,0.000302415505890142,7.09819951611056e-07,3.40249407307983,0.000151562662920876,"Tetratricopeptide repeat (TPR)-like superfamily protein","AT4G18570","AT4G18570_at",NA,NA,0.85,0.36,0.63,0.4,0.3,0.78,-0.1,0.16,2.13010397670325e-05,0.0659450989255677,0.00276851107694412,0.0169037849490231,0.0891318488610287,5.85635950063195e-05,0.998342219233687,0.257445991914939,1,0,0,0,0,0,0,0
"AT1G09450",2.69540892065277,4.10158549235504,0.0201391380545389,1.1429190981614e-05,3.3984972065039,0.0100752836227603,"Protein kinase superfamily protein","AT1G09450","AT1G09450_at","AtHaspin Haspin",NA,1.5,0.59,0.67,0.87,0.76,1.4,0.047,0.44,1.51605351647655e-05,0.039219049015626,0.0466404586504685,0.00345927514902507,0.0140731360296477,3.51149069444351e-05,0.998342219233687,0.0725853538858706,1,0,0,0,0,1,0,0
"AT5G09840",3.02723877394218,3.76729641706768,0.00130965863703799,4.55709625791181e-06,3.39726759550493,0.000657107866647952,"Putative endonuclease or glycosyl hydrolase","AT5G09840","AT5G09840_at",NA,NA,1.6,0.88,1.2,1.5,1.3,1.7,0.31,0.78,8.54535300698189e-07,0.0367395568968499,0.000297562173101586,3.04958273776696e-06,6.17945259114483e-05,7.62480424088084e-07,0.998342219233687,0.00801065355783065,1,0,1,1,1,1,0,0
"AT1G08610",3.17926459857488,3.58314592621451,0.000595424672746838,1.78817470274486e-05,3.3812052623947,0.000306653209887143,"Pentatricopeptide repeat (PPR) superfamily protein","AT1G08610","AT1G08610_at",NA,NA,1.1,0.045,0.64,0.95,0.7,0.9,0.29,0.69,1.013837510798e-06,0.842336414733915,0.0022923498500816,1.23311218634404e-05,0.000514098040949217,1.23942923384676e-05,0.998342219233687,0.0135496238457618,1,0,0,1,0,1,0,0
"AT3G20240",2.74762249393039,3.99369425646005,0.0231870702807326,4.32489293441407e-05,3.37065837519522,0.0116151596050384,"Mitochondrial substrate carrier family protein","AT3G20240","AT3G20240_at",NA,NA,1.2,0.49,0.82,1.1,0.84,1.1,0.0069,0.45,2.52734660525293e-07,0.0564288880375484,0.000207664357962487,1.50357029288556e-06,7.62594833692405e-05,5.9530752662633e-07,0.998342219233687,0.0512400314079098,1,0,1,1,1,1,0,0
"AT2G19670",2.84645392303135,3.86619872966296,0.0141666840857134,4.98204662290882e-05,3.35632632634716,0.00710825227597122,"protein arginine methyltransferase 1A","AT2G19670","AT2G19670_at","ATPRMT1A PRMT1A",NA,1.4,0.87,1.3,1.5,1.2,1.2,0.093,0.68,1.17053488233271e-07,0.00467529780287832,1.17977706645926e-05,2.69162613555258e-07,8.15359148543758e-06,1.24578866600778e-06,0.998342219233687,0.00613968432296309,1,1,1,1,1,1,0,0
"AT3G57150",2.80476889176409,3.89130053375043,0.0164184666688018,4.1592847328951e-05,3.34803471275726,0.00823002975806537,"homologue of NAP57","AT3G57150","AT3G57150_at","AtCBF5 AtNAP57 CBF5 NAP57","Encodes a putative pseudouridine synthase (NAP57).",1.1,0.28,0.85,1.2,0.9,0.97,0.22,0.53,3.13544332171082e-08,0.1184168933813,9.29693677223767e-06,2.61201661962109e-08,1.87533715460264e-06,1.13191245733076e-07,0.998342219233687,0.00584939811279955,1,0,1,1,1,1,0,0
"AT3G11520",2.93754131598566,3.7438157210011,0.00192159113815542,4.36433887316691e-06,3.34067851849338,0.000962977738514295,"CYCLIN B1;3","AT3G11520","AT3G11520_at","CYC2 CYCB1;3","Encodes a B-type mitotic cyclin.",1.1,0.46,0.64,0.68,0.56,1.2,0.13,0.78,1.31738180074119e-05,0.0630073573500879,0.0110720557699953,0.00199992890874705,0.0129772761322026,8.80847631074927e-06,0.998342219233687,0.00507232324948105,1,0,0,0,0,1,0,0
