"gene_id","log2FoldChange_MeristemElong","log2FoldChange_MeristemDif","padj_MeristemElong","padj_MeristemDif","log2FoldChange_mean","padj_mean","def"
"AT4G20410",-1.27041132582516,-1.22655688813475,0.00243409547836232,0.00191225511628767,-1.24848410697995,0.00217317529732499,"gamma-soluble NSF attachment protein"
"AT4G24060",-1.28739979568784,-1.21396186168426,0.0249102141105833,0.0264222474830924,-1.25068082868605,0.0256662307968379,"Dof-type zinc finger DNA-binding family protein"
"AT1G17500",-1.18226020325209,-1.33471679494322,0.00988119544966315,0.000251628065579635,-1.25848849909766,0.00506641175762139,"ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein"
"AT2G26230",-1.16176629065486,-1.36575337311646,0.0178782279185589,0.000245395704014462,-1.26375983188566,0.00906181181128667,"uricase / urate oxidase / nodulin 35, putative"
"AT5G43280",-1.48912935005847,-1.06680294207,1.68441111194164e-05,0.0197291898122255,-1.27796614606424,0.00987301696167246,"delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1"
"AT5G27520",-1.11404739374868,-1.45394450837403,0.00608407491742719,3.38899172954294e-07,-1.28399595106136,0.00304220690830007,"peroxisomal adenine nucleotide carrier 2"
"AT5G11520",-1.14696999159329,-1.42154603602471,0.0167924185569331,4.40905815926354e-05,-1.284258013809,0.00841825456926285,"aspartate aminotransferase 3"
"AT1G54130",-1.24140430637726,-1.34078447316931,0.0204659740291143,0.00250513010995041,-1.29109438977328,0.0114855520695324,"RELA/SPOT homolog 3"
"AT2G25070",-1.38789669363204,-1.2020665625353,0.0163190408036451,0.0462810968981797,-1.29498162808367,0.0313000688509124,"Protein phosphatase 2C family protein"
"AT5G16570",-1.38726178472989,-1.20853180391697,0.00355728721402407,0.0149382421210276,-1.29789679432343,0.00924776466752582,"glutamine synthetase 1;4"
"AT3G04940",-1.21687597127304,-1.38038584709682,0.0361111320812135,0.00235391320548068,-1.29863090918493,0.0192325226433471,"cysteine synthase D1"
"AT3G29400",-1.22398981722698,-1.3762321051142,0.0208471831356562,0.00112748862584257,-1.30011096117059,0.0109873358807494,"exocyst subunit exo70 family protein E1"
"AT1G08510",-1.41142164111199,-1.19077402455834,0.00300246950224253,0.0199191659545342,-1.30109783283517,0.0114608177283884,"fatty acyl-ACP thioesterases B"
"AT5G39570",-1.42066168310332,-1.19316438326883,0.000214939642020011,0.00415210452358374,-1.30691303318608,0.00218352208280188,"PTHR33971:SF1 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MRI12 (1 of 2)"
"AT4G14350",-1.13751250674986,-1.47985968745273,0.0254904426977444,2.6393625594403e-05,-1.3086860971013,0.0127584181616694,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
"AT3G51830",-1.03911029220553,-1.58423033006668,0.0279406917992927,1.3958146142721e-08,-1.31167031113611,0.0139703528787194,"SAC domain-containing protein 8"
"AT2G38010",-1.25198775156547,-1.3856901908972,0.00521881371812836,0.000176303139671823,-1.31883897123134,0.00269755842890009,"Neutral/alkaline non-lysosomal ceramidase"
"AT5G11960",-1.24027523278867,-1.41122988950033,0.000632982466305529,2.22682296060036e-06,-1.3257525611445,0.000317604644633065,"Protein of unknown function (DUF803)"
"AT1G70780",-1.41635038267675,-1.23640592314691,0.0140054822495758,0.0369705671030295,-1.32637815291183,0.0254880246763026,"PTHR33270:SF5 - GB (1 of 3)"
"AT1G70782",-1.41635038267675,-1.23640592314691,0.0140054822495758,0.0369705671030295,-1.32637815291183,0.0254880246763026,"conserved peptide upstream open reading frame 28"
"AT4G35310",-1.31579708226763,-1.34118868901125,0.00755510172327571,0.00208904534855471,-1.32849288563944,0.00482207353591521,"calmodulin-domain protein kinase 5"
"AT4G10140",-1.51303249295201,-1.14418746100446,0.000106758458648152,0.0155370422269768,-1.32860997697824,0.00782190034281248,"PF09835 - Uncharacterized protein conserved in bacteria (DUF2062) (DUF2062)  (1 of 2)"
"AT4G01925",-1.29607058447085,-1.36696800678242,0.000843547685101658,6.06220440301713e-05,-1.33151929562664,0.000452084864565914,"Cysteine/Histidine-rich C1 domain family protein"
"AT1G44030",-1.31675742556069,-1.35077241839097,0.030432140017608,0.0108687739731377,-1.33376492197583,0.0206504569953728,"Cysteine/Histidine-rich C1 domain family protein"
"AT1G67410",-1.32290917247698,-1.34542786930572,0.0148490433131525,0.00502685275022805,-1.33416852089135,0.00993794803169027,"Exostosin family protein"
"AT2G26110",-1.4277176779871,-1.24286431578608,0.0195774434346124,0.0487835353184179,-1.33529099688659,0.0341804893765151,"Protein of unknown function (DUF761)"
"AT3G51990",-1.50534520734978,-1.17163025985877,0.000135804895361947,0.0117158890800857,-1.33848773360427,0.00592584698772382,"Protein kinase superfamily protein"
"AT5G02040",-1.17629245977711,-1.50068936128919,0.0377746320108342,0.000166280000526651,-1.33849091053315,0.0189704560056804,"prenylated RAB acceptor 1.A1"
"AT1G49360",-1.25050874677622,-1.43121466284363,0.0119325077897831,0.000296727759833694,-1.34086170480993,0.00611461777480838,"F-box family protein"
"AT3G61790",-1.26265661663122,-1.4243239672765,0.00370724541059703,6.02519048551083e-05,-1.34349029195386,0.00188374865772607,"Protein with RING/U-box and TRAF-like domains"
"AT3G28710",-1.23871752590803,-1.44963342076213,0.0168725798552899,0.000307921109874571,-1.34417547333508,0.00859025048258222,"ATPase, V0/A0 complex, subunit C/D"
"AT1G75630",-1.30538446198551,-1.38889036339391,0.00841408420216077,0.000981522504570994,-1.34713741268971,0.00469780335336588,"vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4"
"AT1G16840",-1.21293988341897,-1.48694776627248,0.0314659375236033,0.000336807955525309,-1.34994382484573,0.0159013727395643,"PTHR33972:SF2 - EXPRESSED PROTEIN (1 of 3)"
"AT5G12200",-1.14840884024851,-1.56097641727256,0.00963170635065056,3.12925090557642e-07,-1.35469262876054,0.00481600963787056,"pyrimidine 2"
"AT3G48760",-1.1725950172974,-1.55147427133344,0.0323185997671504,3.90607206349639e-05,-1.36203464431542,0.0161788302438927,"DHHC-type zinc finger family protein"
"AT4G13270",-1.23494896985614,-1.49803118318698,0.0397102363608905,0.00075884331748956,-1.36649007652156,0.02023453983919,"Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"
"AT2G18960",-1.32564529552276,-1.4218683795744,0.0435779062440044,0.00890492299580043,-1.37375683754858,0.0262414146199024,"H(+)-ATPase 1"
"AT1G05960",-1.22473646714131,-1.55065902860251,0.00509867050792332,1.87662434847488e-06,-1.38769774787191,0.0025502735661359,"ARM repeat superfamily protein"
"AT4G04955",-1.51707546073862,-1.2585465833555,0.00103493603586384,0.0115644514232575,-1.38781102204706,0.00629969372956068,"allantoinase"
"AT3G63120",-1.42659218248165,-1.35385007263324,0.0422615569523775,0.0385912459097278,-1.39022112755744,0.0404264014310527,"cyclin p1;1"
"AT3G28715",-1.34270919696067,-1.44703890725031,0.00298902939543002,0.00017461030483676,-1.39487405210549,0.00158181985013339,"ATPase, V0/A0 complex, subunit C/D"
"AT2G46590",-1.4430652287735,-1.35539781223496,0.00630348573428209,0.00720815196933037,-1.39923152050423,0.00675581885180623,"Dof-type zinc finger DNA-binding family protein"
"AT1G76490",-1.49557925385918,-1.30331231301563,0.00652313632967316,0.0201240613565739,-1.3994457834374,0.0133235988431235,"hydroxy methylglutaryl CoA reductase 1"
"AT3G55960",-1.20129753616049,-1.60233885072982,0.0260702624110237,1.9433780440965e-05,-1.40181819344515,0.0130448480957323,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"AT4G30160",-1.29362997767434,-1.51629650898951,0.0312699833889605,0.00109293703175188,-1.40496324333193,0.0161814602103562,"villin 4"
"AT2G28080",-1.28784705415116,-1.5225696321652,0.0219906301266504,0.000460737845110226,-1.40520834315818,0.0112256839858803,"UDP-Glycosyltransferase superfamily protein"
"AT5G47940",-1.36777181683346,-1.4432342124884,0.000274348912260181,1.43760716183308e-05,-1.40550301466093,0.000144362491939256,NA
"AT4G16110",-1.38718275254098,-1.42419857541338,0.000514915445745015,7.35266027187361e-05,-1.40569066397718,0.000294221024231876,"response regulator 2"
"AT3G54020",-1.10114681434463,-1.71109248585421,0.0288433601851042,2.06026149721019e-08,-1.40611965009942,0.0144216903938596,"Arabidopsis Inositol phosphorylceramide synthase 1"
"AT4G17615",-1.1382990170123,-1.67440937230655,0.0243153035974382,2.32732787558986e-07,-1.40635419465943,0.0121577681651129,"calcineurin B-like protein 1"
"AT4G33360",-1.14367392903619,-1.67661944596937,0.048793282128201,4.71534028126265e-06,-1.41014668750278,0.0243989987342411,"NAD(P)-binding Rossmann-fold superfamily protein"
"AT4G20300",-1.22718706696289,-1.5955239961746,0.0299898665016675,7.00222953545633e-05,-1.41135553156874,0.015029944398511,"Protein of unknown function (DUF1639)"
"AT2G33390",-1.18633337752474,-1.63679388992366,0.0171009367991402,1.4889984670129e-06,-1.4115636337242,0.00855121289880359,NA
"AT5G43400",-1.35222877169238,-1.47417734337925,0.0185814840733138,0.00200048658255055,-1.41320305753581,0.0102909853279322,"Uncharacterised conserved protein UCP015417,  vWA"
"AT1G23380",-1.52729286012069,-1.30287680499715,0.00283372996461558,0.015316276312264,-1.41508483255892,0.00907500313843981,"KNOTTED1-like homeobox gene 6"
"AT1G14530",-1.40282882188092,-1.42783083089277,0.00269391414758029,0.000650545853673964,-1.41532982638684,0.00167223000062713,"Protein of unknown function (DUF1084)"
"AT1G26690",-1.17701886621182,-1.65813960415245,0.0476223420914306,2.03546495555222e-05,-1.41757923518214,0.023821348370493,"emp24/gp25L/p24 family/GOLD family protein"
"AT5G54590",-1.52992059663943,-1.32123474718288,0.000108347739834516,0.00138328221113419,-1.42557767191116,0.000745814975484353,"Protein kinase superfamily protein"
"AT2G22780",-1.19449234481025,-1.65836180785521,0.000636886516302888,2.42335315510623e-11,-1.42642707633273,0.00031844327026821,"peroxisomal NAD-malate dehydrogenase 1"
"AT2G04500",-1.47583235852911,-1.3773934404689,0.0369854383998621,0.0405141337495461,-1.426612899499,0.0387497860747041,"Cysteine/Histidine-rich C1 domain family protein"
"AT3G17800",-1.39231748053563,-1.46295446314385,0.0154373850531779,0.00304459463765574,-1.42763597183974,0.00924098984541682,"Protein of unknown function (DUF760)"
"AT5G54650",-1.52382395307456,-1.33543050940772,0.0113759433892384,0.0283202986342292,-1.42962723124114,0.0198481210117338,"formin homology5"
"AT5G18120",-1.13880391694008,-1.72186999009527,0.0428555390751381,8.28219448317254e-07,-1.43033695351767,0.0214281836472932,"APR-like 7"
"AT1G56720",-1.66497067994918,-1.19957818297576,0.000164277606656355,0.0273390446631561,-1.43227443146247,0.0137516611349062,"Protein kinase superfamily protein"
"AT3G54030",-1.56358922150487,-1.31331630417756,0.00932583381528173,0.0377904071505393,-1.43845276284122,0.0235581204829105,"Protein kinase protein with tetratricopeptide repeat domain"
"AT1G73670",-1.17107672276168,-1.71922700159389,0.0301157254715162,8.90207415395171e-07,-1.44515186217779,0.0150583078394658,"MAP kinase 15"
"AT4G25672",-1.06799651216887,-1.82628480998461,0.0457044415744887,8.66516133483293e-10,-1.44714066107674,0.0228522212205024,"conserved peptide upstream open reading frame 12"
"AT4G02620",-1.37190851290431,-1.52439040630216,0.0169419432755035,0.00122428439260837,-1.44814945960323,0.00908311383405592,"vacuolar ATPase subunit F family protein"
"AT4G25670",-1.06871825740627,-1.82822050046699,0.0458586203786063,8.82854839114575e-10,-1.44846937893663,0.0229293106307306,NA
"AT5G25265",-1.39174777936275,-1.50832636007073,0.0116565282976047,0.00114730253900605,-1.45003706971674,0.00640191541830536,NA
"AT4G29810",-1.45049725742943,-1.45756341520269,0.00558544893058433,0.00197553747228617,-1.45403033631606,0.00378049320143525,"MAP kinase kinase 2"
"AT2G21410",-1.52651207752961,-1.38613750018192,0.00363071340864513,0.00703666426475193,-1.45632478885577,0.00533368883669853,"vacuolar proton ATPase A2"
"AT4G00440",-1.48651162154343,-1.43607786031607,0.0040204166517974,0.00284358239007608,-1.46129474092975,0.00343199952093674,"Protein of unknown function (DUF3741)"
"AT1G44020",-1.45737535727337,-1.4669657813115,0.00664533034293603,0.00244508886910349,-1.46217056929243,0.00454520960601976,"Cysteine/Histidine-rich C1 domain family protein"
"AT2G41220",-1.1723763698155,-1.75209266609721,0.0260904581395544,2.54723868628757e-07,-1.46223451795636,0.0130453564317115,"glutamate synthase 2"
"AT4G38460",-1.41937575988533,-1.50642405071811,0.00013289605593358,4.91021309400815e-06,-1.46289990530172,6.89031345137941e-05,"geranylgeranyl reductase"
"AT3G54100",-1.32767016266276,-1.60204672313412,0.00405342987898052,1.01645359598955e-05,-1.46485844289844,0.00203179720747021,"O-fucosyltransferase family protein"
"AT5G10960",-1.19399353002083,-1.74057369895099,0.0126569572373499,5.64083001706946e-08,-1.46728361448591,0.00632850682282503,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
"AT3G11330",-1.43496019265461,-1.50629214053281,0.000130284702202499,7.03220043214878e-06,-1.47062616659371,6.8658451317324e-05,"plant intracellular ras group-related LRR 9"
"AT4G34900",-1.22649036430658,-1.71654482271597,0.00310817321283338,4.41209521846497e-09,-1.47151759351128,0.0015540888124643,"xanthine dehydrogenase  2"
"AT5G04930",-1.49002784957242,-1.45499713970271,0.000294416659644802,0.000160260984094824,-1.47251249463756,0.000227338821869813,"aminophospholipid ATPase 1"
"AT3G12110",-1.70970310444294,-1.23663890832688,3.30550783734951e-05,0.0126652381902448,-1.47317100638491,0.00634914663430916,"actin-11"
"AT4G29350",-1.50469303255852,-1.44299984278326,0.0178219247341286,0.0141378192519858,-1.47384643767089,0.0159798719930572,"profilin 2"
"AT3G13550",-1.59439830665986,-1.35491642727847,0.00249307206928881,0.0135747625801283,-1.47465736696916,0.00803391732470856,"Ubiquitin-conjugating enzyme family protein"
"AT5G03080",-1.44958010853059,-1.51605971003343,0.00220497429713047,0.000271737996439687,-1.48281990928201,0.00123835614678508,"Phosphatidic acid phosphatase (PAP2) family protein"
"AT5G17910",-1.54923598636322,-1.41772253514265,0.00462565312029128,0.00757144986600277,-1.48347926075293,0.00609855149314703,"PTHR33870:SF4 - GB (1 of 2)"
"AT4G36640",-1.321226585934,-1.64783681596435,0.00298142017404613,1.60319527494066e-06,-1.48453170094918,0.00149151168466054,"Sec14p-like phosphatidylinositol transfer family protein"
"AT1G77770",-1.48516648274311,-1.48392681479996,0.000860908645555483,0.000279626075245,-1.48454664877154,0.000570267360400241,"Protein of unknown function (DUF1644)"
"AT3G11320",-1.31848995842506,-1.6522559976506,0.0481174699141621,0.000732417567378849,-1.48537297803783,0.0244249437407705,"Nucleotide-sugar transporter family protein"
"AT2G01190",-1.46604221714019,-1.5054888268262,0.0183237142388937,0.00565619623341332,-1.48576552198319,0.0119899552361535,"Octicosapeptide/Phox/Bem1p family protein"
"AT4G27430",-1.70920593519166,-1.26778784685679,0.00129822133992949,0.0419760291478901,-1.48849689102423,0.0216371252439098,"COP1-interacting protein 7"
"AT3G28950",-0.930973777912776,-2.0524490505159,0.0191642804815983,9.99455254352601e-33,-1.49171141421434,0.00958214024079916,"AIG2-like (avirulence induced gene) family protein"
"AT1G76030",-1.52767295778834,-1.46589708080957,0.000280793902054276,0.000234852264478042,-1.49678501929895,0.000257823083266159,"ATPase, V1 complex, subunit B protein"
"AT5G05170",-1.64866745681552,-1.34796786794869,0.00358410051955147,0.0257268503631009,-1.4983176623821,0.0146554754413262,"Cellulose synthase family protein"
"AT3G19260",-1.43286765380312,-1.56415906801764,0.00216007258507081,8.62279875111209e-05,-1.49851336091038,0.00112315028629097,"LAG1 homologue 2"
"AT5G01710",-1.46572134179406,-1.53179322200214,0.0084205774253582,0.00155165808899983,-1.4987572818981,0.00498611775717902,"methyltransferases"
"AT5G01712",-1.46572134179406,-1.53179322200214,0.0084205774253582,0.00155165808899983,-1.4987572818981,0.00498611775717902,"conserved peptide upstream open reading frame 48"
"AT4G34890",-1.25783386868864,-1.73990653421106,0.000224410983598748,2.90021190243955e-12,-1.49887020144985,0.00011220549324948,"xanthine dehydrogenase 1"
"AT2G41110",-1.4565225244877,-1.54668009845461,0.0051684586593277,0.0005820495470478,-1.50160131147116,0.00287525410318775,"calmodulin 2"
"AT4G18950",-1.34482576413085,-1.66587058034465,0.0108860968364248,3.75833161664792e-05,-1.50534817223775,0.00546184007629564,"Integrin-linked protein kinase family"
"AT1G21900",-1.46180134256831,-1.5504772361686,0.00427618340334329,0.000466660164295035,-1.50613928936846,0.00237142178381916,"emp24/gp25L/p24 family/GOLD family protein"
"AT3G60200",-1.36709019169238,-1.64534879220943,0.00276867532905525,5.87282262786544e-06,-1.50621949195091,0.00138727407584156,NA
"AT2G30270",-1.40584675931502,-1.61681015391635,0.0492270818858085,0.00407510621208759,-1.51132845661569,0.026651094048948,"Protein of unknown function (DUF567)"
"AT2G43330",-1.57952461470727,-1.45133296002308,0.0290972429467521,0.0360807375948402,-1.51542878736518,0.0325889902707961,"inositol transporter 1"
"AT4G38920",-1.62681847999394,-1.40631179536765,0.00413322618916227,0.0145232763673194,-1.5165651376808,0.00932825127824081,"vacuolar-type H(+)-ATPase C3"
"AT4G13670",-1.26044420956421,-1.77591308298135,0.0375573499195376,1.45999172852747e-05,-1.51817864627278,0.0187859749184114,"plastid transcriptionally active 5"
"AT3G20660",-1.83227877213591,-1.20494806632876,1.5733181097208e-05,0.0308704518560766,-1.51861341923234,0.0154430925185869,"organic cation/carnitine transporter4"
"AT4G11150",-1.44802372759534,-1.58954248415538,0.0150683812697361,0.00137518901375243,-1.51878310587536,0.00822178514174425,"vacuolar ATP synthase subunit E1"
"AT5G07370",-1.61815696975086,-1.42847370077969,0.00110431986042507,0.00410573268972459,-1.52331533526527,0.00260502627507483,"inositol polyphosphate kinase 2 alpha"
"AT3G24160",-1.5766879890102,-1.47319344398308,0.00107146146376789,0.00144618736430331,-1.52494071649664,0.0012588244140356,"putative type 1 membrane protein"
"AT4G34720",-1.6904858150915,-1.36737775735587,0.0034702830114498,0.027534339936944,-1.52893178622369,0.0155023114741969,"ATPase, F0/V0 complex, subunit C protein"
"AT4G08180",-1.20068829773166,-1.86543620645971,0.0349988485755751,2.46087152951041e-07,-1.53306225209569,0.017499547331364,"OSBP(oxysterol binding protein)-related protein 1C"
"AT2G21620",-1.39223136140502,-1.67558896207908,0.0314659375236033,0.00077892863273734,-1.53391016174205,0.0161224330781703,"Adenine nucleotide alpha hydrolases-like superfamily protein"
"AT4G15470",-1.59224825900867,-1.47697445030264,8.53547984559804e-05,0.000186076888613087,-1.53461135465566,0.000135715843534534,"Bax inhibitor-1 family protein"
"AT5G56350",-1.45650622530882,-1.61866739648457,0.00734641520975541,0.000353435246509681,-1.53758681089669,0.00384992522813254,"Pyruvate kinase family protein"
"AT2G40670",-1.54893062654728,-1.53198755312463,0.0325285252045886,0.0193096078477258,-1.54045908983596,0.0259190665261572,"response regulator 16"
"AT2G42490",-1.47332770120377,-1.61266140686646,0.0392012361189409,0.00619483962174184,-1.54299455403512,0.0226980378703414,"Copper amine oxidase family protein"
"AT5G60950",-2.01646757271179,-1.06961884187777,3.41823545242696e-14,0.0107482196414386,-1.54304320729478,0.00537410982073641,"COBRA-like protein 5 precursor"
"AT1G42470",-1.1345100131558,-1.95188336551683,0.0039661118399308,2.18946711746223e-16,-1.54319668933632,0.00198305591996551,"Patched family protein"
"AT3G06300",-1.77804470123134,-1.31598065847896,6.56681414296165e-05,0.0107640443715126,-1.54701267985515,0.00541485625647109,"P4H isoform 2"
"AT1G45130",-1.76727892240947,-1.32820595224036,5.83243420767184e-05,0.00819649776887496,-1.54774243732491,0.00412741105547584,"beta-galactosidase 5"
"AT1G17360",-2.02552621146466,-1.07399191520503,9.34586445559004e-11,0.0311700238618527,-1.54975906333484,0.0155850119776557,"PTHR31008:SF3 - COP1-INTERACTING PROTEIN-RELATED PROTEIN-RELATED (1 of 3)"
"AT5G15910",-1.56067942521894,-1.54075935776083,0.027836363310157,0.0157461852969258,-1.55071939148988,0.0217912743035414,"NAD(P)-binding Rossmann-fold superfamily protein"
"AT1G17190",-1.46963871423747,-1.63428863822406,0.0335066010406096,0.00384470681337564,-1.55196367623077,0.0186756539269926,"glutathione S-transferase tau 26"
"AT1G77130",-1.45702540194496,-1.65338638207747,0.017683881150887,0.000950411442097208,-1.55520589201121,0.00931714629649213,"plant glycogenin-like starch initiation protein 2"
"AT2G15695",-1.10678399077587,-2.00837068377354,0.00652962255679189,4.15017801431845e-18,-1.55757733727471,0.00326481127839595,"Protein of unknown function DUF829, transmembrane 53"
"AT5G27100",-1.57247806922105,-1.54281542816861,0.00489504396003349,0.00267522179798157,-1.55764674869483,0.00378513287900753,"glutamate receptor 2.1"
"AT1G54320",-1.22906547220311,-1.88897087674248,0.0212449428568012,6.26069029834719e-08,-1.5590181744728,0.0106225027318521,"LEM3 (ligand-effect modulator 3) family protein / CDC50 family protein"
"AT1G59580",-1.50651415852685,-1.61176993968826,8.40453428188298e-06,1.11670043225279e-07,-1.55914204910755,4.25810216255413e-06,"mitogen-activated protein kinase homolog 2"
"AT3G57790",-1.33381773848089,-1.79098383475221,0.00898031329159113,1.64363435831776e-06,-1.56240078661655,0.00449097846297472,"Pectin lyase-like superfamily protein"
"AT3G24180",-1.32938083498792,-1.80001609831893,0.0126140921190411,3.1589723947714e-06,-1.56469846665343,0.00630862554571793,"Beta-glucosidase, GBA2 type family protein"
"AT5G49810",-1.36664683254724,-1.76465309495228,0.00220839936816673,2.55314393451743e-07,-1.56564996374976,0.00110432734128009,"methionine S-methyltransferase"
"AT2G02180",-1.84806960828774,-1.2868580651784,4.09664433660312e-07,0.00376042359396368,-1.56746383673307,0.00188041662919867,"tobamovirus multiplication protein 3"
"AT3G18060",-1.77972769000063,-1.35632648127506,0.000486008761207279,0.0178899253688806,-1.56802708563785,0.00918796706504392,"transducin family protein / WD-40 repeat family protein"
"AT3G29034",-1.50557527947779,-1.64375961857194,4.450968920581e-05,4.24898617506441e-07,-1.57466744902487,2.24672939116582e-05,NA
"AT5G13500",-1.76309808186939,-1.39103555769898,1.19980745183837e-08,4.84736989920698e-05,-1.57706681978418,2.42428485332941e-05,NA
"AT4G25690",-1.27473517007461,-1.88789691682289,0.00854243177272087,1.45494210178956e-08,-1.58131604344875,0.00427122316107095,NA
"AT4G25692",-1.27473517007461,-1.88789691682289,0.00854243177272087,1.45494210178956e-08,-1.58131604344875,0.00427122316107095,"conserved peptide upstream open reading frame 13"
"AT3G13410",-1.55702772890921,-1.60832305090436,0.0126033644905922,0.00325352633231509,-1.58267538990678,0.00792844541145365,NA
"AT1G04555",-1.40398715129602,-1.76343559337392,0.00564860271732845,6.83188593814643e-06,-1.58371137233497,0.0028277173016333,NA
"AT5G15930",-1.58576270188804,-1.59283343355387,0.00137737589857209,0.000417156911986369,-1.58929806772095,0.000897266405279231,"plant adhesion molecule 1"
