"gene_id","log2FoldChange_MeristemElong","log2FoldChange_MeristemDif","padj_MeristemElong","padj_MeristemDif","log2FoldChange_mean","padj_mean","def"
"AT1G56680",4.54586802705554,4.23551609671632,0.00149453626397718,0.00140531874169718,4.39069206188593,0.00144992750283718,"Chitinase family protein"
"AT1G53860",4.93524300071638,3.79996906522778,0.00888382913213954,0.0346335459658057,4.36760603297208,0.0217586875489726,"Remorin family protein"
"AT4G33145",4.66888207603396,3.97297464167792,0.00942460897379234,0.0178502143483753,4.32092835885594,0.0136374116610838,NA
"AT1G16070",4.42747200482718,4.16992758627033,3.5855839061261e-05,3.55511413274599e-05,4.29869979554875,3.57034901943605e-05,"tubby like protein 8"
"AT3G19500",4.41916752408002,4.14541549913928,0.000147165753152949,0.000141066250110289,4.28229151160965,0.000144116001631619,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"
"AT3G15720",4.17248113421303,4.37113130004344,0.00756484441967771,0.00171366498076318,4.27180621712824,0.00463925470022044,"Pectin lyase-like superfamily protein"
"AT3G02000",4.72103849724622,3.7566969938526,3.70741608612036e-14,5.62232023220728e-11,4.23886774554941,2.8130138241467e-11,"Thioredoxin superfamily protein"
"AT2G03830",4.65148659803538,3.80674437968562,0.000111570165987331,0.00097982317577315,4.2291154888605,0.00054569667088024,NA
"AT5G35770",3.83281321696208,4.41954107483185,0.00895811973133021,0.000599007938366156,4.12617714589697,0.00477856383484818,"Transducin/WD40 repeat-like superfamily protein"
"AT4G30090",4.40240711377699,3.82743025936288,2.00260957596876e-05,9.20009056928971e-05,4.11491868656994,5.60135007262923e-05,"embryo defective 1353"
"AT2G24700",3.83766347179373,4.19670496176559,0.00912497371466781,0.00154478725012832,4.01718421677966,0.00533488048239807,"Transcriptional factor B3 family protein"
"AT1G51190",4.30299317029513,3.67113722536786,0.00823553763936955,0.0165877179593201,3.98706519783149,0.0124116277993448,"Integrase-type DNA-binding superfamily protein"
"AT2G26330",3.2102345592967,4.7215017688655,0.013098157975373,1.61307020715734e-05,3.9658681640811,0.0065571443387223,"Leucine-rich receptor-like protein kinase family protein"
"AT3G30350",3.83700519146917,4.05854713485496,0.00961101024010497,0.00201218573411643,3.94777616316207,0.0058115979871107,NA
"AT2G35310",3.35162398087192,4.44798327939003,2.75487844035911e-05,9.05532128441238e-07,3.89980363013098,1.42271582660162e-05,"Transcriptional factor B3 family protein"
"AT5G54370",3.00883119921568,4.7607404161585,0.0348413897560007,2.08140643079629e-05,3.88478580768709,0.0174311019101543,"Late embryogenesis abundant (LEA) protein-related"
"AT2G37390",2.55910106125527,5.19986551567874,0.00369593684631666,4.27520720447714e-13,3.87948328846701,0.00184796842337209,"Chloroplast-targeted copper chaperone protein"
"AT1G17400",4.79921553675541,2.91590977637842,9.5602126175094e-10,2.31282482431335e-05,3.85756265656691,1.15646021321976e-05,NA
"AT2G37000",3.43404612774332,4.27190902996603,0.0194929745659217,0.00255699064377307,3.85297757885467,0.0110249826048474,"TCP family transcription factor "
"AT1G10530",4.56324248763076,3.09534173407292,9.54301515772487e-10,4.60094492783614e-05,3.82929211085184,2.30052017899386e-05,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 28)"
"AT1G71380",4.7917776318381,2.85042875414223,1.96771032377895e-05,0.0128134795116381,3.82110319299017,0.00641657830743796,"cellulase 3"
"AT5G48360",3.3861863563106,4.23398581970488,0.00639419032660954,6.58275128164156e-05,3.81008608800774,0.00323000891971298,"Actin-binding FH2 (formin homology 2) family protein"
"AT3G03130",3.02684017740498,4.57311072632393,0.00529397634569691,3.27115474897978e-07,3.79997545186446,0.0026471517305859,NA
"AT1G63140",4.12059302306589,3.4315118280961,0.00179286544565583,0.00381773438150887,3.77605242558099,0.00280529991358235,"O-methyltransferase family protein"
"AT5G25090",3.31027849907683,4.23821455563891,0.000717046112513439,7.26132650136787e-07,3.77424652735787,0.000358886122581788,"early nodulin-like protein 13"
"AT3G27730",3.22709527632334,4.27643669893628,0.00118423983045863,2.68928096883899e-06,3.75176598762981,0.000593464555713736,"ATP binding;ATP-dependent helicases;DNA helicases"
"AT3G57500",3.72280481958081,3.77126754706787,0.000148919669697295,7.23985781367774e-05,3.74703618332434,0.000110659123917036,NA
"AT1G22880",3.78932957484816,3.64648600043327,6.98807703818872e-06,4.70618125460571e-06,3.71790778764072,5.84712914639721e-06,"cellulase 5"
"AT5G61412",4.42756631459783,2.99187945150443,0.00317508114444067,0.0329837460830178,3.70972288305113,0.0180794136137292,NA
"AT2G47920",3.44475925179313,3.95871654140075,0.00375615649671847,0.000342543960614533,3.70173789659694,0.0020493502286665,"Kinase interacting (KIP1-like) family protein"
"AT2G42110",2.5013156342259,4.89940383749037,0.00554607268077248,1.2460459828224e-11,3.70035973585814,0.00277303634661647,NA
"AT1G15870",3.11285669259765,4.2842251554744,9.82161969156046e-05,4.25377678018739e-09,3.69854092403603,4.91102253461924e-05,"Mitochondrial glycoprotein family protein"
"AT3G23370",2.9880098088554,4.34520402594436,0.000853662856547913,2.94501906323522e-08,3.66660691739988,0.000426846153369273,"RNA-binding (RRM/RBD/RNP motifs) family protein"
"AT4G10640",3.19804876956313,4.10836227668887,0.0288955279178238,0.00070825447831806,3.653205523126,0.0148018911980709,"IQ-domain 16"
"AT4G31840",2.85894936374411,4.44114461537954,0.0106251736098217,8.62584160655657e-07,3.65004698956182,0.00531301809699119,"early nodulin-like protein 15"
"AT1G68640",4.22537331633143,3.049530248608,6.82047488664389e-11,1.73789553721617e-06,3.63745178246972,8.6898187098252e-07,"bZIP transcription factor family protein"
"AT1G34355",2.85269841791358,4.40623087291606,0.0193750917400738,7.08367430637971e-06,3.62946464541482,0.00969108770719007,"forkhead-associated (FHA) domain-containing protein "
"AT1G68630",3.87277262419409,3.37067306001427,4.15016899436598e-05,0.000168989098226364,3.62172284210418,0.000105245394085012,"PLAC8 family protein"
"AT5G57570",2.84534319922665,4.38847737105385,0.0177319028474915,0.000272179492066389,3.61691028514025,0.00900204116977895,"GCK domain-containing protein"
"AT3G16150",3.16010176432725,4.06396445458662,0.0373809051132843,0.00118398320656578,3.61203310945694,0.019282444159925,"N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein"
"AT5G44440",3.82485906453803,3.39491803237814,0.000388911660527613,0.000844806134352552,3.60988854845808,0.000616858897440082,"FAD-binding Berberine family protein"
"AT1G65710",2.94187600219812,4.2746944548388,0.00166561372594823,1.10036754230744e-07,3.60828522851846,0.000832861881351232,NA
"AT3G51080",3.59641404242161,3.61025436689998,9.36444813067675e-10,2.83217013697955e-10,3.6033342046608,6.09830913382815e-10,"GATA transcription factor 6"
"AT4G21820",2.91126476166134,4.29422942934325,0.00547201752692093,1.0581130446369e-06,3.60274709550229,0.00273653781998278,"binding;calmodulin binding"
"AT5G02180",3.21993512731114,3.97967055709447,0.011700625273308,0.000302496203267144,3.59980284220281,0.00600156073828758,"Transmembrane amino acid transporter family protein"
"AT5G50300",2.99238514662958,4.19708967315675,0.0118531018883663,1.90344835964823e-05,3.59473740989316,0.00593606818598139,"Xanthine/uracil permease family protein"
"AT3G15357",3.14184248893124,4.043053624331,0.00444937606683905,1.67007259369598e-05,3.59244805663112,0.00223303839638801,NA
"AT5G51600",3.16340236009117,3.97176930797952,0.00256592815424792,1.18043630287784e-05,3.56758583403535,0.00128886625863835,"Microtubule associated protein (MAP65/ASE1) family protein"
"AT1G31040",3.89292052831062,3.23860103074976,0.000267377211210547,0.00135042450192208,3.56576077953019,0.000808900856566311,"PLATZ transcription factor family protein"
"AT4G39790",3.38231091689247,3.74154376477099,0.000115080785941024,3.50698000397463e-06,3.56192734083173,5.92938829724992e-05,"Protein of unknown function (DUF630 and DUF632)"
"AT2G12646",2.79686878563703,4.31178701826639,0.0478031334192028,8.48989936548112e-05,3.55432790195171,0.0239440162064288,"PLATZ transcription factor family protein"
"AT1G53140",3.14432863339138,3.96115697394499,0.00129879831129217,3.46784091953223e-06,3.55274280366819,0.000651133076105852,"Dynamin related protein 5A"
"AT1G11220",2.74021707551075,4.36462913201261,0.00254071556189037,2.28862047090733e-08,3.55242310376168,0.00127036922404754,"Protein of unknown function (DUF761)"
"AT5G45720",2.65379029074666,4.44942730799352,0.015875465235759,2.98053550074706e-07,3.55160879937009,0.00793788164465454,"AAA-type ATPase family protein"
"AT5G42700",2.4845262029476,4.6177264074916,0.0203649569606613,4.04229931640863e-08,3.5511263052196,0.0101824986918272,"AP2/B3-like transcriptional factor family protein"
"AT1G72670",2.93401837630813,4.1648463293737,0.00677286272512894,4.60583204092065e-06,3.54943235284091,0.00338873427858493,"IQ-domain 8"
"AT1G53070",3.4134284795139,3.6836178293355,0.00451708432613374,0.000565051294116684,3.5485231544247,0.00254106781012521,"Legume lectin family protein"
"AT4G11080",3.03837853296169,4.04202735361066,0.0064335444772739,1.57076684072326e-05,3.54020294328617,0.00322462607284056,"HMG (high mobility group) box protein"
"AT5G60810",3.96891445345862,3.06880953060643,0.000355222686751565,0.00449964478871407,3.51886199203253,0.00242743373773282,"root meristem growth factor 1"
"AT2G22610",2.82568724657943,4.19262691285566,0.0117693868102337,4.51820895530228e-06,3.50915707971755,0.00588695250959449,"Di-glucose binding protein with Kinesin motor domain"
"AT3G23830",2.81251443764226,4.20188353856186,0.0177316645349694,9.53622395346201e-06,3.50719898810206,0.00887060037946141,"glycine-rich RNA-binding protein 4"
"AT5G11160",3.46246387166572,3.54801132668242,0.00149453626397718,0.000377624637686764,3.50523759917407,0.000936080450831973,"adenine phosphoribosyltransferase 5"
"AT2G07170",2.92143139332536,4.0796399718789,0.0318651704734296,0.000205131146949257,3.50053568260213,0.0160351508101894,"ARM repeat superfamily protein"
"AT3G57860",2.68612161879163,4.29932355379253,0.0104591320799608,3.39286378965043e-07,3.49272258629208,0.00522973568316988,"UV-B-insensitive 4-like"
"AT5G01910",2.92601132155012,4.05606317234522,0.00321607799230947,1.75922454618378e-06,3.49103724694767,0.00160891860842783,NA
"AT2G25060",2.64292411839399,4.32921312333553,0.0216609397481917,1.49068813438424e-06,3.48606862086476,0.010831215218163,"early nodulin-like protein 14"
"AT5G36710",2.52806014960452,4.44265056450085,0.00664533034293603,3.29732089678054e-09,3.48535535705268,0.00332266682012846,"PTHR34124:SF2 - F16B3.27 PROTEIN (1 of 4)"
"AT5G36800",2.52806014960452,4.44265056450085,0.00664533034293603,3.29732089678054e-09,3.48535535705268,0.00332266682012846,"PTHR34124:SF2 - F16B3.27 PROTEIN (1 of 4)"
"AT5G51910",3.05617732500677,3.9056692433691,0.000411349666028872,3.82976289008096e-07,3.48092328418794,0.00020586632115894,"TCP family transcription factor "
"AT5G45700",3.02204658153807,3.92868622879532,0.00536007159282833,2.3176845120139e-05,3.4753664051667,0.00269162421897424,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"AT3G56100",2.73427707957404,4.20974304404669,0.0117014816660432,1.66040057836464e-06,3.47201006181036,0.00585157103331076,"meristematic receptor-like  kinase"
"AT5G15510",2.99068655311984,3.95237609861043,0.000655415524255007,2.33383272403526e-07,3.47153132586514,0.000327824453763705,"TPX2 (targeting protein for Xklp2) protein family"
"AT1G31760",3.01542937783436,3.91525897804497,0.000396622642952259,1.64570742981946e-07,3.46534417793966,0.000198393606847621,"SWIB/MDM2 domain superfamily protein"
"AT1G76740",3.46394928170492,3.46082172482729,0.000354272762748237,0.000118745324377774,3.4623855032661,0.000236509043563005,"PTHR33621:SF2 - T17B22.18 PROTEIN (1 of 1)"
"AT3G51740",2.96111764287997,3.95910992349378,0.0100657361092187,3.38280961387151e-05,3.46011378318687,0.0050497821026787,"inflorescence meristem receptor-like kinase 2"
"AT5G60530",3.2357794080632,3.68012157433573,0.00255947900156649,9.27131498590693e-05,3.45795049119947,0.00132609607571278,"late embryogenesis abundant protein-related / LEA protein-related"
"AT1G16630",2.67289704983414,4.2413008953191,0.0159584733770634,1.65249072811976e-06,3.45709897257662,0.00798006293389574,NA
"AT2G43530",2.81302216953333,4.10067701187666,0.0407344039006082,0.00199492007347692,3.45684959070499,0.0213646619870425,"Scorpion toxin-like knottin superfamily protein"
"AT3G02120",2.55964520345839,4.35103493669526,0.017389095611559,2.97776087013879e-07,3.45534007007682,0.00869469669382299,"hydroxyproline-rich glycoprotein family protein"
"AT4G25630",2.92364829836682,3.97481083405331,0.00460017832028285,3.91595388922389e-06,3.44922956621006,0.00230204713708604,"fibrillarin 2"
"AT3G22410",3.87522238783737,3.02242510248309,0.000815180063469865,0.00635828284008364,3.44882374516023,0.00358673145177675,"Sec14p-like phosphatidylinositol transfer family protein"
"AT5G60150",2.41976928443149,4.45225430273435,0.0184961536137858,2.39018753244515e-08,3.43601179358292,0.00924808875783057,NA
"AT2G46990",3.93085482980781,2.93557508994505,4.02996874331743e-12,1.54952991423234e-08,3.43321495987643,7.74966455553334e-09,"indole-3-acetic acid inducible 20"
"AT5G64710",2.72269934578725,4.14075345102153,0.00667834737636994,7.39992479220246e-07,3.43172639840439,0.00333954368442458,"Putative endonuclease or glycosyl hydrolase"
"AT5G01445",2.71439822628231,4.10253386400135,0.00835894400707382,8.33654838436533e-06,3.40846604514183,0.00418364027772909,NA
"AT1G80370",2.63580043510244,4.17602643538238,0.0254904426977444,6.48171796554808e-06,3.40591343524241,0.012748462207855,"Cyclin A2;4"
"AT4G18570",3.06923291499011,3.73575523116955,0.000302415505890142,7.09819951611056e-07,3.40249407307983,0.000151562662920876,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT4G02800",2.87425100752598,3.92921092699142,0.0245337259051399,0.000167624484305767,3.4017309672587,0.0123506751947229,NA
"AT3G21300",2.7030636373398,4.09860631269567,0.00744693726320425,7.46634250159392e-07,3.40083497501773,0.0037238419487272,"RNA methyltransferase family protein"
"AT3G51280",2.68963154321876,4.11191563942434,0.0156337952739821,3.89419918652775e-06,3.40077359132155,0.00781884473658432,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT2G05350",3.5464184099339,3.2529797109113,0.00411416409697451,0.0043569877195241,3.3996990604226,0.00423557590824931,NA
"AT5G01420",3.17229832004313,3.62605121348956,0.00263217380422393,0.000175350227765884,3.39917476676634,0.00140376201599491,"Glutaredoxin family protein"
"AT1G09450",2.69540892065277,4.10158549235504,0.0201391380545389,1.1429190981614e-05,3.3984972065039,0.0100752836227603,"Protein kinase superfamily protein"
"AT5G09840",3.02723877394218,3.76729641706768,0.00130965863703799,4.55709625791181e-06,3.39726759550493,0.000657107866647952,"Putative endonuclease or glycosyl hydrolase"
"AT5G56120",2.72043106709174,4.0722515419825,0.00999424681952681,2.06268730438576e-06,3.39634130453712,0.0049981547534156,NA
"AT4G29360",2.37367639667967,4.40400404359534,0.00958618337688884,5.3040550617261e-10,3.38884022013751,0.00479309195364717,"O-Glycosyl hydrolases family 17 protein"
"AT4G16141",2.62676017737852,4.14972931170731,0.0137875223327458,9.0573699867684e-07,3.38824474454292,0.00689421403487222,"GATA type zinc finger transcription factor family protein"
"AT5G55520",2.85438501010736,3.91387114847266,0.0160778943899591,6.03937793259459e-05,3.38412807929001,0.00806914408464254,"PTHR24115:SF529 - KINESIN MOTOR FAMILY PROTEIN (1 of 3)"
"AT1G08610",3.17926459857488,3.58314592621451,0.000595424672746838,1.78817470274486e-05,3.3812052623947,0.000306653209887143,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT5G49150",2.98810143886177,3.75830016619232,0.00613703218366828,0.00018822616489043,3.37320080252705,0.00316262917427936,"gamete expressed 2"
"AT3G23670",2.74606677199933,3.99743545854565,0.0198202383064711,2.5339799979493e-05,3.37175111527249,0.0099227890532253,"phragmoplast-associated kinesin-related protein, putative"
"AT3G20240",2.74762249393039,3.99369425646005,0.0231870702807326,4.32489293441407e-05,3.37065837519522,0.0116151596050384,"Mitochondrial substrate carrier family protein"
"AT3G52910",2.40723061460494,4.32519946523424,0.00474073657135978,1.25372411157334e-10,3.36621503991959,0.00237036834836609,"growth-regulating factor 4"
"AT3G54710",2.69791085526191,4.02300102106105,0.0340531490286849,7.02142282228887e-05,3.36045593816148,0.0170616816284539,"homolog of yeast CDT1 B homolog of yeast CDT1 B"
"AT2G43480",3.51368688613576,3.20218746183857,0.0197210441091977,0.021343410312459,3.35793717398717,0.0205322272108283,"Peroxidase superfamily protein"
"AT2G19670",2.84645392303135,3.86619872966296,0.0141666840857134,4.98204662290882e-05,3.35632632634716,0.00710825227597122,"protein arginine methyltransferase 1A"
"AT3G57150",2.80476889176409,3.89130053375043,0.0164184666688018,4.1592847328951e-05,3.34803471275726,0.00823002975806537,"homologue of NAP57"
"AT1G05370",3.50993955467203,3.18128843726582,0.000108347739834516,0.000195693683132737,3.34561399596893,0.000152020711483627,"Sec14p-like phosphatidylinositol transfer family protein"
"AT5G66230",2.79556857855095,3.88928367244752,0.00135603952394058,1.42195020042814e-07,3.34242612549924,0.000678090859480311,"Chalcone-flavanone isomerase family protein"
"AT2G38160",2.71072991263561,3.97360998760126,0.00370846637698468,4.70719492482921e-07,3.34216995011844,0.00185446854823858,NA
"AT1G61450",2.59073702721347,4.09073541020269,0.00836111364001207,5.49355010297352e-07,3.34073621870808,0.00418083149751118,NA
"AT3G11520",2.93754131598566,3.7438157210011,0.00192159113815542,4.36433887316691e-06,3.34067851849338,0.000962977738514295,"CYCLIN B1;3"
"AT1G79580",4.3296261438704,2.34576782806101,1.0209848240739e-08,0.00463917411387029,3.33769698596571,0.00231959216185926,"NAC (No Apical Meristem) domain transcriptional regulator superfamily protein"
"AT3G44750",2.86405092695088,3.8111795796099,0.00495243790425932,7.78731262879568e-06,3.33761525328039,0.00248011260844406,"histone deacetylase 3"
"AT3G12860",2.90545103849767,3.76932284444241,0.00982251354959065,6.00038607612261e-05,3.33738694147004,0.00494125870517594,"NOP56-like pre RNA processing ribonucleoprotein"
"AT2G45340",2.70626228406953,3.9539789760449,0.0310028123656726,7.1556422481332e-05,3.33012063005722,0.0155371843940769,"Leucine-rich repeat protein kinase family protein"
"AT1G02370",2.83499879436665,3.821727759509,0.00380829450144403,4.17847743955164e-06,3.32836327693783,0.00190623648944179,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT5G61030",2.78037062437439,3.86567087816466,0.00495243790425932,2.40169072187669e-06,3.32302075126953,0.0024774197974906,"glycine-rich RNA-binding protein 3"
"AT2G33560",2.90115450277599,3.74462584569317,0.0057604641993291,2.7565781407287e-05,3.32289017423458,0.00289401499036819,"BUB1-related (BUB1: budding uninhibited by benzymidazol 1)"
"AT1G48920",2.88812338349924,3.75735310962569,0.000759108520928167,3.19805572406384e-07,3.32273824656247,0.000379714163250287,"nucleolin like 1"
"AT4G20940",2.58364236042698,4.05642313779764,0.00739268255842799,1.92188386570038e-07,3.32003274911231,0.00369643737340728,"Leucine-rich receptor-like protein kinase family protein"
"AT2G20590",2.58154321923736,4.05778561964561,0.000451439467638704,8.96740188033391e-11,3.31966441944148,0.000225719778656361,"Reticulon family protein"
"AT4G16700",2.79941919506936,3.83662837958569,0.0164184666688018,6.52173461479191e-05,3.31802378732753,0.00824184200747485,"phosphatidylserine decarboxylase 1"
"AT4G33260",2.63695329021337,3.99542635625509,0.0442410474396879,8.22346139463712e-05,3.31618982323423,0.0221616410268171,"Transducin family protein / WD-40 repeat family protein"
"AT3G18600",2.66402134278489,3.96607290027179,0.0105881874487802,2.24789899322509e-06,3.31504712152834,0.0052952176738867,"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT5G06150",2.73007612498278,3.89894986101062,0.0168947173927826,2.41644048798624e-05,3.3145129929967,0.00845944089883123,"Cyclin family protein"
"AT2G23630",2.82377777473532,3.79320273907862,0.00621098682645089,1.15741471919943e-05,3.30849025690697,0.00311128048682144,"SKU5  similar 16"
"AT3G02210",3.3968946083226,3.21889267456156,0.000144973960183797,0.000123966876677895,3.30789364144208,0.000134470418430846,"COBRA-like protein 1 precursor"
"AT5G60730",2.57119785433973,4.04359949736059,0.00853107602329747,3.53354342572154e-07,3.30739867585016,0.00426571468882002,"Anion-transporting ATPase"
"AT1G67035",2.66120194485941,3.95099722789706,0.0022431189791686,3.27575889990043e-07,3.30609958637824,0.00112172327752929,NA
"AT1G05440",2.42633800931706,4.18431619609621,0.0472616739401911,1.14299421386492e-05,3.30532710270664,0.0236365519411649,"C-8 sterol isomerases"
"AT1G52930",2.74765076985149,3.86035158118443,0.00163800513313666,1.26637607522036e-07,3.30400117551796,0.000819065885372091,"Ribosomal RNA processing Brix domain protein"
"AT3G53190",2.82861398585408,3.76618771043667,0.0331214895478736,0.000466018423749828,3.29740084814538,0.0167937539858117,"Pectin lyase-like superfamily protein"
"AT1G72250",2.7072827059672,3.88598083973348,0.00988736261704825,6.02208542579431e-06,3.29663177285034,0.00494669235123702,"Di-glucose binding protein with Kinesin motor domain"
"AT4G03100",2.85422211890845,3.7199753049657,0.0031085419003591,6.48097136646702e-06,3.28709871193707,0.00155751143586278,"Rho GTPase activating protein with PAK-box/P21-Rho-binding domain"
"AT1G45110",2.69611727034778,3.87628315752811,0.00444933271035834,1.48119229507076e-06,3.28620021393795,0.0022254069513267,"Tetrapyrrole (Corrin/Porphyrin) Methylases"
"AT1G44110",3.0143138729587,3.55165196854711,3.39644677487591e-05,7.18625679811525e-08,3.2829829207529,1.70181651583701e-05,"Cyclin A1;1"
